0.29885	0	0
0.29883	0	0.05
0.29863	0	0.125
0.29869	0	0.2
0.29887	0	0.3
0.29945	0	0.525
0.2992	0	0.425
0.29983	0	0.6
0.3001	0	0.675
0.30034	0	0.725
0.29857	0.0098997	0
0.29808	0.019789	0
0.29711	0.029641	0
0.29596	0.039471	0
0.29449	0.049258	0
0.29264	0.058981	0
0.29053	0.068648	0
0.28809	0.07824	0
0.28537	0.087757	0
0.2823	0.097169	0
0.2789	0.10647	0
0.27522	0.11566	0
0.27123	0.12472	0
0.26691	0.13363	0
0.26233	0.14241	0
0.25746	0.15103	0
0.25234	0.15951	0
0.24691	0.1678	0
0.24124	0.17592	0
0.23526	0.18383	0
0.22903	0.19154	0
0.22264	0.19913	0
0.2159	0.20641	0
0.209	0.21354	0
0.20179	0.22037	0
0.19435	0.22695	0
0.1868	0.23341	0
0.17894	0.23949	0
0.17088	0.24531	0
0.16262	0.25086	0
0.15427	0.25626	0
0.14565	0.26125	0
0.13688	0.26596	0
0.12795	0.27037	0
0.11898	0.27472	0
0.10976	0.27853	0
0.1005	0.28225	0
0.091037	0.28545	0
0.081471	0.28832	0
0.071849	0.29103	0
0.062103	0.29327	0
0.052284	0.29517	0
0.042429	0.29692	0
0.032494	0.29818	0
0.022527	0.29919	0
0.012522	0.29978	0
0.0025002	0.30003	0
-0.007532	0.30013	0
-0.01756	0.29971	0
-0.027592	0.29918	0
-0.037583	0.29809	0
-0.047535	0.29667	0
-0.057464	0.29506	0
-0.067308	0.29297	0
-0.0771	0.29063	0
-0.08679	0.28788	0
-0.096386	0.28481	0
-0.10593	0.28157	0
-0.11531	0.27786	0
-0.12457	0.27386	0
-0.13368	0.26953	0
-0.14265	0.2649	0
-0.15148	0.25999	0
-0.16012	0.25476	0
-0.16858	0.24925	0
-0.17688	0.24349	0
-0.18496	0.23741	0
-0.1928	0.23102	0
-0.20045	0.22442	0
-0.20788	0.21755	0
-0.21504	0.21041	0
-0.22199	0.20306	0
-0.22869	0.19548	0
-0.2351	0.18765	0
-0.24128	0.17964	0
-0.24714	0.17139	0
-0.25277	0.16297	0
-0.25811	0.15437	0
-0.26296	0.14549	0
-0.26771	0.13655	0
-0.27212	0.12745	0
-0.27626	0.11821	0
-0.28008	0.10884	0
-0.2834	0.099284	0
-0.28658	0.089682	0
-0.28934	0.079948	0
-0.29187	0.070156	0
-0.29406	0.060284	0
-0.2958	0.050321	0
-0.29733	0.040326	0
-0.2984	0.030273	0
-0.29925	0.020201	0
-0.29976	0.010106	0
-0.29993	3.67E-17	0
-0.29957	-0.0101	0
-0.29901	-0.020185	0
-0.29816	-0.030248	0
-0.29687	-0.040264	0
-0.29535	-0.050243	0
-0.29349	-0.060165	0
-0.29136	-0.070035	0
-0.28884	-0.07981	0
-0.28587	-0.089457	0
-0.28269	-0.099034	0
